"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Rpl37a",0,0.592175895053613,1,1,0
"Rpl35",0,0.672836541131435,1,1,0
"Myef2",0,1.00293683524904,0.994,0.934,0
"Rpl39",0,0.926725244599753,1,1,0
"Rps27",0,1.02037496999402,1,1,0
"Rps20",0,-0.294233731197319,1,1,0
"Rpl5",0,-0.45935596522042,1,1,0
"Chchd2",0,-0.42410865099043,1,1,0
"Snrpg",0,0.789872541081057,1,1,0
"Rps5",0,-0.284642756577152,1,1,0
"Rps16",0,-0.275455069492991,1,1,0
"Rps3",0,-0.376855896703147,1,1,0
"Rpl27a",0,0.669828721025245,1,1,0
"Rps13",0,-0.424608558732174,1,1,0
"Hmgb2",0,0.495476254167988,1,1,0
"Uba52",0,2.34231771423047,0.997,0.919,0
"Tpt1",0,-0.439840264117702,1,1,0
"Gm10076",0,2.14125057578916,1,1,0
"Cox5a",0,-0.484870326296129,1,1,0
"Morf4l1",0,0.684681879965687,1,1,0
"Gm39459",0,-0.987724419544885,0.008,0.335,0
"Sec61g",0,1.71677949539582,0.981,0.827,0
"Rack1",0,-0.43130086415002,1,1,0
"Rpl38",0,1.34016752470798,1,1,0
"Alyref",0,0.545509126075209,1,1,0
"Hist1h2ap",0,2.66430286174805,0.955,0.745,0
"Rps23",0,-0.310894170214534,1,1,0
"Rpl37",0,0.820755757121,1,1,0
"Rpl8",0,-0.286855119837092,1,1,0
"Pcbp2",0,0.569228837498332,1,1,0
"Rps2",0,-0.450135657229829,1,1,0
"Hmga1",0,1.08770754307503,0.985,0.871,0
"CT010467.1",0,-0.919655975613223,1,1,0
"Rpl36",0,0.478131613941387,1,1,0
"Rpl17",0,-0.446603749566175,1,1,0
"mt-Rnr1",0,-1.08115874582819,1,0.999,0
"mt-Rnr2",0,-1.38020923384492,1,1,0
"Serf2",2.04766215288025e-306,0.614305109112402,1,0.999,5.23832931949825e-302
"Rps18",6.61267829237732e-306,-0.345609468439127,1,1,1.69165536075597e-301
"Atp5k",2.00756131568075e-304,0.95363477196752,1,0.998,5.13574335777449e-300
"Rpl29",2.03967236431218e-301,-0.308838086536429,1,1,5.21788984238343e-297
"Rpl27",1.71683354146477e-280,0.476738923588445,1,1,4.39200356577518e-276
"Set",8.70125641091866e-280,0.467269852606386,1,1,2.22595541504121e-275
"Rpl10",1.24922853268149e-279,-0.274256757061776,1,1,3.19577643230579e-275
"Gnb1",1.89731630120852e-277,0.607064992413831,1,0.999,4.85371456175163e-273
"Eif1",2.26639129355187e-272,-0.348478451152991,1,1,5.7978822071644e-268
"Oaz1",7.82930300062696e-271,-0.345280189828934,1,1,2.00289229362039e-266
"Rpl28",7.7220447122286e-267,-0.264961339205679,1,1,1.97545347828232e-262
"Cbx3",9.59080854538597e-266,0.83617157145585,1,0.999,2.45352064208064e-261
"Eef1g",2.15721275820513e-264,-0.361274250492911,1,1,5.51858167804036e-260
"Tomm7",4.65834431892395e-263,0.581206771371389,1,1,1.19169764366712e-258
"Fos",3.97600871939105e-253,1.64267530349835,0.847,0.47,1.01714255059462e-248
"Rpl24",1.54599154236721e-251,-0.442164104122572,1,1,3.95495556368381e-247
"Btf3",2.37223058183242e-248,-0.320010449665594,1,1,6.0686402744437e-244
"Atp5j",3.06523112591862e-248,-0.41858947992846,1,1,7.84147426632501e-244
"Ptges3",3.01899815705047e-242,0.398064265298895,1,1,7.72320108536651e-238
"Usp50",7.34302367355582e-242,1.33491408466339,0.827,0.56,1.87849231616905e-237
"St13",1.20109890580762e-237,0.590842349580469,1,1,3.07265122083707e-233
"Rpl18a",1.33614718635707e-237,-0.279484187597256,1,1,3.41813173213867e-233
"Rsrp1",7.68037499557168e-237,-0.691322951943748,0.972,0.996,1.96479353136715e-232
"Txn1",1.33784973100552e-233,-0.393696717367829,1,1,3.42248718185833e-229
"Rps21",4.635541140851e-233,0.854310349034063,1,1,1.1858641346525e-228
"Hnrnpl",1.32857803631829e-232,0.570738645444154,1,0.988,3.39876833250944e-228
"Rps19",2.7135617893443e-232,-0.253173869558171,1,1,6.9418337695006e-228
"Ndufa4",4.43765191576477e-230,-0.391035961313983,1,1,1.13524011309094e-225
"Calm2",1.89589567921582e-229,0.479487463526661,1,1,4.85008032656992e-225
"Dhx15",2.31358232765249e-227,0.82378131993053,0.991,0.951,5.91860631060059e-223
"Eif3j1",3.52875037513337e-223,1.02691502020789,0.998,0.978,9.02724920966617e-219
"Npm1",4.20937224445301e-223,-0.31325905727157,1,1,1.07684160757597e-218
"Egr1",9.02841145093621e-223,1.22543304153541,0.755,0.358,2.3096482173785e-218
"Vcp",1.56716617786005e-221,0.520978982661186,1,0.998,4.00912451620157e-217
"Atp5pb",2.50368568746927e-221,-0.385776279910459,1,1,6.40492872568388e-217
"Mrpl20",9.66037889334195e-220,-0.481633763810299,0.999,1,2.47131812849474e-215
"Eef2",3.12008632017068e-219,0.451833697442292,1,1,7.98180482426063e-215
"Cox7c",3.24275927600518e-213,0.463093169457681,1,1,8.29562677987646e-209
"Ndufb1-ps",7.13518360249599e-212,0.719706089774986,0.998,0.981,1.82532266919052e-207
"Sms",7.27872186181795e-211,0.834689307688037,0.991,0.967,1.86204262669027e-206
"Tra2b",1.42536389818816e-203,0.695932871199607,0.996,0.979,3.64636592434496e-199
"Park7",5.22250309758216e-199,-0.395540089497034,1,1,1.33602074242347e-194
"Ywhaz",1.86888475237732e-197,0.582371160990746,1,0.999,4.78098097353166e-193
"Dpysl2",3.76814660849256e-197,0.748553765695421,0.945,0.776,9.63967265384567e-193
"Rpl3",2.10840344315254e-195,-0.259423835366225,1,1,5.39371768827282e-191
"Psmd8",1.22210238099862e-194,-0.438380770016027,0.999,1,3.12638231107066e-190
"Wdfy1",3.94820172464723e-187,-0.586960446073353,0.226,0.602,1.01002896519925e-182
"Mrpl18",4.2098475520974e-184,-0.418376335434072,0.999,1,1.07696320077756e-179
"Sinhcaf",1.93764621497341e-183,0.632538749855161,0.998,0.977,4.95688654714497e-179
"Jun",2.83786111647965e-183,1.18336757946872,0.874,0.606,7.25981630817825e-179
"Atp5e",2.16560981968975e-181,0.368120462560652,1,1,5.54006304073031e-177
"Rpl7",5.90637352354321e-180,-0.279347412329615,1,1,1.51096847479282e-175
"Fkbp3",1.11938674103429e-179,-0.309068347840484,1,1,2.86361516091392e-175
"Pgam1",5.25148576943942e-178,-0.374059694512316,1,1,1.34343508953799e-173
"Hnrnph1",1.59760987191918e-177,0.471992960513279,1,0.995,4.08700557434364e-173
"Psmb1",1.80074523519936e-172,-0.329292080098273,1,1,4.606666460687e-168
"Glrx3",6.56126643119939e-172,-0.367851248903845,1,1,1.67850317842943e-167
"Rpl6",1.1929245402493e-171,0.529125534649529,1,1,3.05173955886577e-167
"Ndufb8",1.64752793660036e-170,-0.380188523433644,1,1,4.21470596741105e-166
"Snhg1",8.10045077139219e-170,0.590413735889209,1,0.999,2.07225731633755e-165
"Adh5",5.80806965372685e-169,-0.420578705643348,0.999,1,1.4858203788164e-164
"Pcnp",4.61186595156162e-168,0.477789882063823,0.998,0.987,1.17980754772849e-163
"Ndufa3",1.05052882602475e-166,0.705271645907477,0.984,0.941,2.68746284273652e-162
"Ssb",1.13090201136602e-166,-0.315322786883685,1,1,2.89307352547654e-162
"Gng5",5.35710296624404e-166,-0.284942574428079,1,1,1.37045408082455e-161
"Ssr1",1.82145611442842e-165,0.57146947901819,0.989,0.933,4.65964903193079e-161
"Psmb5",6.24121460733325e-165,-0.381999928892993,1,1,1.59662752084799e-160
"Dnajb6",5.0763769548547e-164,0.470044312427095,0.999,0.993,1.29863875259093e-159
"Ewsr1",1.11530317121235e-163,0.466765519491146,0.999,0.995,2.85316857259543e-159
"Nudcd3",1.57612211520971e-163,0.761809570238985,0.89,0.748,4.03203559512947e-159
"Ctsl",1.6129669235097e-160,-0.536548067139192,0.995,0.998,4.12629198372251e-156
"2410006H16Rik",2.23596498791657e-159,0.655456508859617,0.998,0.99,5.72004563208816e-155
"Metap2",4.14216667727797e-158,0.530126696423542,1,1,1.05964907938125e-153
"Bola2",1.83470468732147e-156,0.494112174864695,0.999,0.998,4.69354153110578e-152
"Cdk4",6.85741888713671e-155,-0.284613564364633,1,1,1.75426489970731e-150
"Gm6477",7.23669801269076e-155,-0.537756084208129,0.949,0.981,1.85129208560655e-150
"Ppa1",2.25170430456765e-154,-0.374080293204988,1,1,5.76030995194496e-150
"AC160336.1",5.47196634056547e-154,0.850831100159208,0.462,0.107,1.39983842924346e-149
"Trim28",6.28077983786396e-153,0.412775854826873,1,0.999,1.60674909812236e-148
"Stmn1",8.8239909692667e-153,-0.403439306834959,1,1,2.25735336975781e-148
"Actb",6.01933053714631e-152,0.557506631519481,1,1,1.53986513801277e-147
"Tomm20",7.20287382282818e-152,-0.317970525946705,1,1,1.84263918135591e-147
"Celf1",3.34629712313763e-148,0.514647256126299,0.985,0.951,8.56049730041069e-144
"Calm1",1.86188407170233e-147,-0.375004832541367,1,1,4.76307183222891e-143
"Psma3",2.17969369555269e-147,-0.330660137098442,1,1,5.57609241196289e-143
"Eif5b",2.44229343275337e-147,0.648548088061484,0.998,0.997,6.24787505966967e-143
"Psmb4",4.89208011170055e-146,-0.328419424516506,1,1,1.25149193417523e-141
"Pomp",1.06863264790715e-145,-0.304124471626623,1,1,2.73377603987608e-141
"Elavl1",1.45873181490956e-145,0.440871684461147,1,0.985,3.73172772890164e-141
"Rbbp4",2.75627627291078e-145,0.339037606223901,1,1,7.05110596136037e-141
"Eif3k",6.12673264896466e-145,-0.275271549577877,1,1,1.56734074625814e-140
"Atp5l",9.61124175622615e-145,0.840287254870675,0.77,0.574,2.45874786607777e-140
"Hspe1",1.28062579067049e-144,-0.265914797018207,1,1,3.27609689769324e-140
"Sec61b",3.22483147027676e-143,-0.290381938872847,1,1,8.24976386726201e-139
"Chchd1",1.30240350348478e-141,-0.369493033182984,0.998,1,3.33180864261477e-137
"Matr3",5.45897564137834e-141,0.470496024802799,0.997,0.985,1.39651514857741e-136
"Gm28438",7.52593631403823e-140,1.13055908967282,0.675,0.448,1.92528502785726e-135
"Bzw1",4.96309229588162e-139,-0.337722989854413,1,1,1.26965827113244e-134
"Hint1",6.33758107661952e-139,-0.30288639917309,1,1,1.6212799910208e-134
"Ndufb5",1.21113302975213e-138,-0.332636224401025,1,1,3.09832051671190e-134
"Rps23-ps1",2.76176166694759e-138,-0.526217233393015,0.795,0.945,7.06513869638532e-134
"Marcksl1",1.18795918418322e-135,0.343335086941437,1,0.997,3.03903718497751e-131
"Psma4",3.58529519993652e-135,-0.299732526781755,1,1,9.17190218047762e-131
"Acp1",8.01841083262411e-135,-0.333326466708296,0.999,1,2.0512698592019e-130
"Hnrnpf",1.26242346795238e-133,0.346111323824527,1,1,3.22953171571577e-129
"Rps10",2.75855632952036e-133,-0.273725379119417,1,1,7.05693880217897e-129
"Hypk",5.67233632574057e-133,-0.438538963603512,0.961,0.993,1.45109707885095e-128
"Sfr1",1.95420924398848e-132,-0.334044546976353,1,1,4.99925808797133e-128
"Paics",2.5644173712516e-132,-0.351620955465766,1,0.999,6.56029251913584e-128
"Srsf2",5.17627662830459e-132,0.311805503644344,1,1,1.32419508705288e-127
"Gsk3b",9.38996623707917e-132,0.532367025962876,0.971,0.879,2.40214116276959e-127
"Timm23",3.59271884470927e-131,-0.355870831832108,1,1,9.19089334853525e-127
"Snrpd1",1.19506681564808e-130,-0.254323485556397,1,1,3.05721992779093e-126
"Imp3",1.20245536144694e-130,-0.44293994285097,0.98,0.995,3.07612130565355e-126
"Ppp1r14b",1.53289871414275e-130,-0.342939581942339,1,1,3.92146149051997e-126
"Timm17a",1.9526397315271e-130,-0.418436988563113,0.984,0.996,4.99524296119262e-126
"Ubb",5.05759632141516e-129,0.338196034488419,1,1,1.29383429094443e-124
"Slbp",6.42475754870115e-129,0.518499866205025,0.998,0.982,1.64358147610873e-124
"Selenoh",8.46081273984523e-128,-0.276254819444028,1,1,2.16444511510721e-123
"Glrx5",3.31104282561151e-127,-0.409401749418661,0.998,0.999,8.47030975647935e-123
"U2af2",2.35102494617399e-126,0.477005882062437,0.993,0.979,6.01439201730229e-122
"Prdx2",2.79819250425915e-126,-0.295224357350741,1,1,7.15833606439575e-122
"Lars2",3.63213000334133e-126,-0.470868080034752,0.261,0.576,9.2917149745478e-122
"Cct5",1.36138276928535e-125,-0.269925107326365,1,1,3.48268940038577e-121
"Rbm25",4.70126629374199e-124,0.413515469121219,1,0.999,1.20267794326508e-119
"Mapk1ip1l",6.76671464797972e-124,0.507528428219171,0.96,0.894,1.73106094124617e-119
"Psmb6",7.91557092222152e-124,-0.28101241239658,1,1,2.02496135332271e-119
"Eif3i",8.51044975741399e-124,-0.282767158288317,1,1,2.17714325694165e-119
"Ctnnb1",6.58160915636546e-123,0.420308293488642,0.999,0.99,1.68370725438141e-118
"Fus",1.22329568694478e-122,0.400770147930282,1,0.997,3.12943502634213e-118
"Ddx3x",5.86843699169599e-122,0.491271631251902,0.988,0.963,1.50126355121567e-117
"Chchd7",7.20125855537893e-122,-0.511089110450622,0.918,0.974,1.84222596363704e-117
"Tcof1",3.78428783938452e-121,0.579188668730391,0.96,0.896,9.68096515071348e-117
"Srsf7",7.72859068372124e-121,-0.302932114143959,1,1,1.97712806870957e-116
"Gm9800",1.10118092886534e-120,-0.524915088006923,0.877,0.956,2.81704105222332e-116
"Prdx4",3.75560950826461e-120,-0.370259131278341,0.998,0.999,9.60760024404253e-116
"Psmc4",1.52180106590345e-119,-0.320718567303425,0.999,0.999,3.8930714867942e-115
"Eif4a2",2.41352529021687e-119,0.500773878425277,0.975,0.907,6.17428039743281e-115
"Pfdn6",7.45979439246074e-118,-0.351041457507188,0.998,1,1.90836460147931e-113
"Taf10",1.32243604676704e-117,-0.28603311997574,1,1,3.38305589483943e-113
"1110004F10Rik",1.51397636587082e-117,0.399124752703627,1,1,3.87305433917073e-113
"Hist1h2an",2.16454673359879e-117,-0.318540873164679,0.048,0.246,5.53734345389242e-113
"Slc38a2",3.30736896759983e-117,0.530065717556891,0.986,0.944,8.46091129291389e-113
"Rbm39",3.35355501442143e-117,0.379488042392684,1,1,8.5790644378929e-113
"Dctpp1",2.82506674573547e-116,-0.328520631430177,1,1,7.22708574894049e-112
"Psmc2",6.95133093514633e-115,-0.336425157663446,0.996,1,1.77828947982913e-110
"Fam162a",7.27964620389577e-115,-0.531404160750285,0.999,0.999,1.86227909188062e-110
"Pdia4",7.24716009746156e-114,0.495281126637433,0.991,0.965,1.85396849613262e-109
"Rpgrip1",1.53222664947786e-113,0.900806263950915,0.873,0.746,3.91974221469426e-109
"Rtf1",1.76362532186292e-113,0.483615258749785,0.991,0.973,4.51170629838971e-109
"H2bc18",1.69850736001367e-112,-0.463558726186769,0.15,0.408,4.34512152838697e-108
"Mrps18c",1.55010809712e-111,-0.415657254572744,0.921,0.984,3.96548653405237e-107
"Rsrc2",2.25707879459994e-111,0.414216352863261,0.998,0.991,5.77405897234556e-107
"Thyn1",3.97601666866092e-110,-0.419601925083911,0.945,0.987,1.01714458417684e-105
"Wdr43",6.18883088214717e-110,0.591326400159829,0.989,0.968,1.58322671627089e-105
"Cacybp",8.29396999434668e-110,-0.295003974626454,1,1,2.12176340395377e-105
"Arf4",3.06357746470616e-109,0.341250751105184,1,0.999,7.8372438702113e-105
"Psma6",3.72186093197146e-109,-0.299578819286475,0.999,1,9.52126463616939e-105
"Smarcd1",5.28472643034065e-109,0.621812337099797,0.962,0.935,1.35193871540974e-104
"Skp1a",5.30702527672345e-109,0.385686603872161,1,0.999,1.35764320629139e-104
"Csde1",7.63894574766572e-109,0.401865945527005,0.998,0.99,1.95419510116784e-104
"Cse1l",4.97386749409782e-108,0.527804392480575,0.938,0.864,1.2724147823401e-103
"H2az2",1.41051670691522e-107,-0.333434445785702,1,0.999,3.60838383963051e-103
"Eif3m",3.88911409980343e-107,-0.279910768492287,1,1,9.94913169011714e-103
"Tomm5",4.14573207532133e-107,-0.375299344472929,0.999,1,1.0605611795087e-102
"Knop1",8.29637558204529e-107,0.521580836261763,0.993,0.982,2.12237880139883e-102
"Hnrnpa3",6.42706857237162e-106,0.332716548295592,1,1,1.64417268218411e-101
"Clk1",1.35981752292097e-105,0.529810589611745,0.925,0.802,3.47868518713642e-101
"Prdx6",6.96291707568755e-105,-0.331599248561038,1,1,1.78125344630239e-100
"Pcbp1",1.06254564158317e-104,0.283837800808295,1,1,2.71820426029807e-100
"Ndufc2",3.55275930965028e-104,-0.287831470891577,1,1,9.08866886594734e-100
"Eif6",6.62598671122952e-104,-0.324995223219251,1,0.999,1.69505992046674e-99
"Ccnt2",7.62943197261866e-104,0.54167149605432,0.776,0.568,1.9517612872353e-99
"Phb2",1.62101640889886e-103,-0.280219867729293,1,1,4.14688417724506e-99
"Emc6",2.29281516692315e-103,-0.33666473890127,0.996,0.999,5.86547976002279e-99
"Psma2",5.28700885061203e-103,-0.259980225288596,1,1,1.35252260416357e-98
"Ndufab1",1.29900969243933e-102,-0.316745426205548,0.998,1,3.32312659519828e-98
"Lage3",2.22587261891378e-102,-0.396150033190121,0.93,0.982,5.69422733370523e-98
"Arglu1",5.43777050025302e-102,0.343105199584118,1,1,1.39109044937473e-97
"Snhg3",6.01132067438947e-102,0.556844338467408,0.98,0.944,1.53781605492231e-97
"Morf4l2",1.04743501675107e-101,0.325960065661689,1,0.999,2.67954825985258e-97
"Snrpf",1.41704026898572e-101,0.294689092732012,1,1,3.62507241611928e-97
"Nme1",4.3925220996861e-101,-0.253689922488791,1,1,1.1236950035417e-96
"H4c3",4.39782378479021e-101,-0.305627059947792,0.06,0.252,1.12505128062503e-96
"Sall4",4.56004742280345e-101,0.599665509628839,0.937,0.827,1.16655133170158e-96
"Ppp2ca",7.22179648520629e-101,0.29122501855705,1,1,1.84747997684547e-96
"Ddx18",9.25324127693704e-101,0.546588491693983,0.99,0.978,2.36716418346603e-96
"Ppil1",9.4942782182607e-101,-0.392391044218349,0.971,0.989,2.42882625379545e-96
"Rab5if",1.8708920947291e-100,-0.306945795999782,1,1,4.78611615673599e-96
"Eif5",1.99302294145592e-100,-0.26433582990474,1,1,5.09855128883252e-96
"Hnrnpm",2.85176470754369e-100,0.40498143658276,1,0.999,7.29538447483827e-96
"Tspan3",3.80306835321785e-100,-0.333007010287173,0.997,0.997,9.72900946120189e-96
"Slc25a5",8.06077838141378e-100,-0.331029049058844,1,1,2.06210832553327e-95
"Sox11",8.41598821225582e-100,0.56998723234887,0.986,0.957,2.15297810445928e-95
"Mrpl12",1.23990983318357e-99,-0.313467126771025,1,1,3.17193733525022e-95
"Hk2",1.69569656307132e-99,0.692218729099584,0.891,0.814,4.33793094764905e-95
"Slc24a5",2.54526628863584e-99,0.675793832723642,0.944,0.887,6.51130021958821e-95
"Snhg8",4.40186424545462e-99,0.60656382994794,0.931,0.884,1.1260849112722e-94
"Esd",9.10194834382868e-99,-0.301849212288574,1,1,2.32846042531825e-94
"Brd3",1.10178359964736e-98,0.498739623059172,0.978,0.947,2.81858280461789e-94
"Son",4.02456155149443e-98,0.47221672799929,0.997,0.995,1.0295633361033e-93
"Pum1",2.2086256009538e-97,0.441779539775543,0.971,0.928,5.65010601236001e-93
"Tnrc6a",5.90887905549335e-97,0.516623934969862,0.898,0.803,1.51160943997631e-92
"Exosc3",9.45727807915291e-97,-0.385052134765236,0.946,0.984,2.4193608782089e-92
"Cops3",3.66307352479033e-96,-0.362775240418025,0.973,0.993,9.37087469111863e-92
"Wtap",4.10908972400639e-96,0.446721322040197,0.964,0.91,1.05118733319531e-91
"Nap1l1",4.38958840336376e-96,0.270044652823894,1,1,1.12294450534852e-91
"Ppp4c",5.62747770578364e-96,0.40494068306056,0.984,0.947,1.43962134669357e-91
"Siva1",1.57920664393708e-95,-0.307044165088932,1,0.999,4.03992643651985e-91
"Nme2",1.93362806595619e-95,0.863708313336951,0.552,0.346,4.94660731832912e-91
"Arpp19",3.38448219519636e-95,0.295151594989771,1,0.999,8.65818235175133e-91
"Tmco1",5.30862267021532e-95,0.460319850540176,0.963,0.92,1.35805185149448e-90
"Psma1",1.19287565453594e-94,-0.282149227360405,1,1,3.05161449943384e-90
"Edf1",2.36160523860609e-93,-0.276151875851814,1,1,6.04145852140211e-89
"Ndufv2",2.95633857578099e-93,-0.314055355718732,0.996,1,7.56290534456294e-89
"Azin1",4.57268188881267e-93,0.498658386309956,0.876,0.755,1.16978348079606e-88
"Ddx54",9.45610250455398e-93,0.554384630327973,0.892,0.829,2.419060142715e-88
"Ostc",1.90214094614934e-92,-0.282376492038834,1,1,4.86605696843925e-88
"Sugt1",2.0773227682333e-92,-0.336833613740533,0.991,0.998,5.31420710569442e-88
"Eif2s3x",7.38210027869865e-92,0.482725624095251,0.89,0.794,1.88848889329669e-87
"Ythdf2",1.87695424791027e-91,0.436905947712178,0.953,0.907,4.80162435700406e-87
"Pfas",2.19573369389623e-91,0.543861900293103,0.726,0.519,5.61712593572534e-87
"Romo1",3.09556182829955e-91,0.384786106380436,0.999,0.996,7.9190662691559e-87
"Atp5g1",3.35511762048238e-91,-0.254335410351967,1,1,8.58306189671803e-87
"Lamtor5",4.07009433204856e-91,-0.36285765342652,0.958,0.989,1.04121153202466e-86
"Timm13",5.4417044201536e-91,-0.252226124886898,1,1,1.39209682476369e-86
"Gatad2a",5.46253907647841e-91,0.486860018946963,0.938,0.887,1.39742674654471e-86
"Igf2bp1",9.04046358720481e-91,0.353255776976576,0.999,0.993,2.31273139487873e-86
"H2bc11",1.74688043460662e-90,-0.476023142545199,0.33,0.589,4.46886952781066e-86
"mt-Atp6",4.31304818931737e-90,-0.395367097230394,0.357,0.628,1.10336398779117e-85
"Rbm15",9.47386429308506e-90,0.572376558866533,0.772,0.596,2.42360396345702e-85
"Ndufa8",1.50570692238652e-89,-0.331629826922347,0.986,0.996,3.85189944884919e-85
"Med8",2.6423478753948e-89,-0.346352108327528,0.973,0.994,6.75965433483497e-85
"Txndc17",6.86697487096468e-89,-0.2855048065296,0.999,1,1.75670951149018e-84
"Psma5",9.32269156224571e-89,-0.259997091487923,1,1,2.3849309554537e-84
"Polr1d",1.58368004966081e-88,-0.259324353428965,1,1,4.05137030304227e-84
"Sf1",1.74569798572445e-88,0.405121822884661,0.972,0.933,4.4658445870803e-84
"Vdac1",2.26491882757343e-88,0.276931499203886,1,0.999,5.79411534469834e-84
"Ndufs4",3.16270445332703e-88,-0.323681074294715,0.983,0.997,8.09083053250121e-84
"Polr2e",3.87293834754625e-88,-0.28446102439628,1,1,9.90775088069282e-84
"Tpm4",4.8036811043652e-88,0.455719565138053,0.998,0.988,1.22887770011871e-83
